"country","city","Customer","email","Start Date"
"Japan","Iwakuni","TERESA ROGERS","TERESA.ROGERS@sakilacustomer.org","02/14/2006"
"Japan","Onomichi","JERRY JORDON","JERRY.JORDON@sakilacustomer.org","02/14/2006"
"Japan","Iwaki","MARLENE WELCH","MARLENE.WELCH@sakilacustomer.org","02/14/2006"
"Japan","Ueda","ANGEL BARCLAY","ANGEL.BARCLAY@sakilacustomer.org","02/14/2006"
"Japan","Tama","PHILLIP HOLM","PHILLIP.HOLM@sakilacustomer.org","02/14/2006"
"Japan","Miyakonojo","TERRY CARLSON","TERRY.CARLSON@sakilacustomer.org","02/14/2006"
"Japan","Fukuyama","DEBBIE REYES","DEBBIE.REYES@sakilacustomer.org","02/14/2006"
"Japan","Urawa","JOANNE ROBERTSON","JOANNE.ROBERTSON@sakilacustomer.org","02/14/2006"
"Japan","Akishima","JULIAN VEST","JULIAN.VEST@sakilacustomer.org","02/14/2006"
"Japan","Kamakura","RACHEL BARNES","RACHEL.BARNES@sakilacustomer.org","02/14/2006"
"Japan","Matsue","TERRY GRISSOM","TERRY.GRISSOM@sakilacustomer.org","02/14/2006"
"Japan","Otsu","MIRIAM MCKINNEY","MIRIAM.MCKINNEY@sakilacustomer.org","02/14/2006"
"Japan","Sagamihara","LISA ANDERSON","LISA.ANDERSON@sakilacustomer.org","02/14/2006"
"Japan","Omiya","STANLEY SCROGGINS","STANLEY.SCROGGINS@sakilacustomer.org","02/14/2006"
"Japan","Kanazawa","KURT EMMONS","KURT.EMMONS@sakilacustomer.org","02/14/2006"
"Japan","Hiroshima","JAMES GANNON","JAMES.GANNON@sakilacustomer.org","02/14/2006"
"Japan","Koriyama","TONY CARRANZA","TONY.CARRANZA@sakilacustomer.org","02/14/2006"
"Japan","Shimonoseki","ANGELA HERNANDEZ","ANGELA.HERNANDEZ@sakilacustomer.org","02/14/2006"
"Japan","Isesaki","RON DELUCA","RON.DELUCA@sakilacustomer.org","02/14/2006"
"Japan","Higashiosaka","GWENDOLYN MAY","GWENDOLYN.MAY@sakilacustomer.org","02/14/2006"
"Japan","Kurashiki","REBECCA SCOTT","REBECCA.SCOTT@sakilacustomer.org","02/14/2006"
"Japan","Okayama","RICARDO MEADOR","RICARDO.MEADOR@sakilacustomer.org","02/14/2006"
"Japan","Kakamigahara","CATHY SPENCER","CATHY.SPENCER@sakilacustomer.org","02/14/2006"
"Japan","Kuwana","JAMIE WAUGH","JAMIE.WAUGH@sakilacustomer.org","02/14/2006"
"Japan","Okinawa","BRUCE SCHWARZ","BRUCE.SCHWARZ@sakilacustomer.org","02/14/2006"
"Japan","Iwatsuki","EARL SHANKS","EARL.SHANKS@sakilacustomer.org","02/14/2006"
"Japan","Hino","KRISTEN CHAVEZ","KRISTEN.CHAVEZ@sakilacustomer.org","02/14/2006"
"Kazakstan","Pavlodar","IRENE PRICE","IRENE.PRICE@sakilacustomer.org","02/14/2006"
"Kazakstan","Zhezqazghan","BYRON BOX","BYRON.BOX@sakilacustomer.org","02/14/2006"
"Kenya","Nyeri","ROY WHITING","ROY.WHITING@sakilacustomer.org","02/14/2006"
"Kenya","Kisumu","KATIE ELLIOTT","KATIE.ELLIOTT@sakilacustomer.org","02/14/2006"
"Kuwait","Jalib al-Shuyukh","CLAUDIA FULLER","CLAUDIA.FULLER@sakilacustomer.org","02/14/2006"
"Latvia","Liepaja","SARAH LEWIS","SARAH.LEWIS@sakilacustomer.org","02/14/2006"
"Latvia","Daugavpils","RYAN SALISBURY","RYAN.SALISBURY@sakilacustomer.org","02/14/2006"
"Liechtenstein","Vaduz","EVELYN MORGAN","EVELYN.MORGAN@sakilacustomer.org","02/14/2006"
"Lithuania","Vilnius","FELIX GAFFNEY","FELIX.GAFFNEY@sakilacustomer.org","02/14/2006"
"Madagascar","Mahajanga","ANDREA HENDERSON","ANDREA.HENDERSON@sakilacustomer.org","02/14/2006"
"Malawi","Lilongwe","LYNN PAYNE","LYNN.PAYNE@sakilacustomer.org","02/14/2006"
"Malaysia","Sungai Petani","CHARLES KOWALSKI","CHARLES.KOWALSKI@sakilacustomer.org","02/14/2006"
"Malaysia","Kuching","JEAN BELL","JEAN.BELL@sakilacustomer.org","02/14/2006"
"Malaysia","Ipoh","DOLORES WAGNER","DOLORES.WAGNER@sakilacustomer.org","02/14/2006"
"Mexico","Guadalajara","BENJAMIN VARNEY","BENJAMIN.VARNEY@sakilacustomer.org","02/14/2006"
"Mexico","Celaya","SERGIO STANFIELD","SERGIO.STANFIELD@sakilacustomer.org","02/14/2006"
"Mexico","La Paz","SHANE MILLARD","SHANE.MILLARD@sakilacustomer.org","02/14/2006"
"Mexico","Nezahualcóyotl","WENDY HARRISON","WENDY.HARRISON@sakilacustomer.org","02/14/2006"
"Mexico","Acuña","GLEN TALBERT","GLEN.TALBERT@sakilacustomer.org","02/14/2006"
"Mexico","Coacalco de Berriozábal","STELLA MORENO","STELLA.MORENO@sakilacustomer.org","02/14/2006"
"Mexico","Juárez","FRED WHEAT","FRED.WHEAT@sakilacustomer.org","02/14/2006"
"Mexico","Uruapan","ALEX GRESHAM","ALEX.GRESHAM@sakilacustomer.org","02/14/2006"
"Mexico","El Fuerte","JIM REA","JIM.REA@sakilacustomer.org","02/14/2006"
"Mexico","Atlixco","SARA PERRY","SARA.PERRY@sakilacustomer.org","02/14/2006"
"Mexico","Torreón","PAULINE HENRY","PAULINE.HENRY@sakilacustomer.org","02/14/2006"
"Mexico","Cuautla","MATTHEW MAHAN","MATTHEW.MAHAN@sakilacustomer.org","02/14/2006"
"Mexico","Allende","VINCENT RALSTON","VINCENT.RALSTON@sakilacustomer.org","02/14/2006"
"Mexico","Pachuca de Soto","JONATHAN SCARBOROUGH","JONATHAN.SCARBOROUGH@sakilacustomer.org","02/14/2006"
"Mexico","Zapopan","FLOYD GANDY","FLOYD.GANDY@sakilacustomer.org","02/14/2006"
"Mexico","Valle de Santiago","BOBBIE CRAIG","BOBBIE.CRAIG@sakilacustomer.org","02/14/2006"
"Mexico","Cuauhtémoc","ALVIN DELOACH","ALVIN.DELOACH@sakilacustomer.org","02/14/2006"
"Mexico","Salamanca","PRISCILLA LOWE","PRISCILLA.LOWE@sakilacustomer.org","02/14/2006"
"Mexico","San Felipe del Progreso","RONALD WEINER","RONALD.WEINER@sakilacustomer.org","02/14/2006"
"Mexico","Mexicali","DOUGLAS GRAF","DOUGLAS.GRAF@sakilacustomer.org","02/14/2006"
"Mexico","Huixquilucan","TRACY COLE","TRACY.COLE@sakilacustomer.org","02/14/2006"
"Mexico","San Juan Bautista Tuxtepec","FRANCIS SIKES","FRANCIS.SIKES@sakilacustomer.org","02/14/2006"
"Mexico","Matamoros","SAMANTHA DUNCAN","SAMANTHA.DUNCAN@sakilacustomer.org","02/14/2006"
"Mexico","Hidalgo","DANIELLE DANIELS","DANIELLE.DANIELS@sakilacustomer.org","02/14/2006"
"Mexico","Monclova","IVAN CROMWELL","IVAN.CROMWELL@sakilacustomer.org","02/14/2006"
"Mexico","Carmen","WILLARD LUMPKIN","WILLARD.LUMPKIN@sakilacustomer.org","02/14/2006"
"Mexico","Cuernavaca","ISAAC OGLESBY","ISAAC.OGLESBY@sakilacustomer.org","02/14/2006"
"Mexico","José Azueta","VIRGIL WOFFORD","VIRGIL.WOFFORD@sakilacustomer.org","02/14/2006"
"Mexico","Huejutla de Reyes","ANDY VANHORN","ANDY.VANHORN@sakilacustomer.org","02/14/2006"
"Moldova","Chisinau","MARTHA GONZALEZ","MARTHA.GONZALEZ@sakilacustomer.org","02/14/2006"
"Morocco","Salé","LAURA RODRIGUEZ","LAURA.RODRIGUEZ@sakilacustomer.org","02/14/2006"
"Morocco","Beni-Mellal","LANCE PEMBERTON","LANCE.PEMBERTON@sakilacustomer.org","02/14/2006"
"Morocco","Nador","AMANDA CARTER","AMANDA.CARTER@sakilacustomer.org","02/14/2006"
"Mozambique","Tete","ANNIE RUSSELL","ANNIE.RUSSELL@sakilacustomer.org","02/14/2006"
"Mozambique","Naçala-Porto","DON BONE","DON.BONE@sakilacustomer.org","02/14/2006"
"Mozambique","Beira","MARSHA DOUGLAS","MARSHA.DOUGLAS@sakilacustomer.org","02/14/2006"
"Myanmar","Monywa","MABEL HOLLAND","MABEL.HOLLAND@sakilacustomer.org","02/14/2006"
"Myanmar","Myingyan","BARBARA JONES","BARBARA.JONES@sakilacustomer.org","02/14/2006"
"Nauru","Yangor","DUANE TUBBS","DUANE.TUBBS@sakilacustomer.org","02/14/2006"
"Nepal","Birgunj","KEVIN SCHULER","KEVIN.SCHULER@sakilacustomer.org","02/14/2006"
"Netherlands","Emmen","DUSTIN GILLETTE","DUSTIN.GILLETTE@sakilacustomer.org","02/14/2006"
"Netherlands","´s-Hertogenbosch","VIVIAN RUIZ","VIVIAN.RUIZ@sakilacustomer.org","02/14/2006"
"Netherlands","Amersfoort","GLENN PULLEN","GLENN.PULLEN@sakilacustomer.org","02/14/2006"
"Netherlands","Apeldoorn","RHONDA KENNEDY","RHONDA.KENNEDY@sakilacustomer.org","02/14/2006"
"Netherlands","Ede","PETER MENARD","PETER.MENARD@sakilacustomer.org","02/14/2006"
"New Zealand","Hamilton","SUSAN WILSON","SUSAN.WILSON@sakilacustomer.org","02/14/2006"
"Nigeria","Zaria","CONSTANCE REID","CONSTANCE.REID@sakilacustomer.org","02/14/2006"
"Nigeria","Sokoto","WALLACE SLONE","WALLACE.SLONE@sakilacustomer.org","02/14/2006"
"Nigeria","Oyo","JO FOWLER","JO.FOWLER@sakilacustomer.org","02/14/2006"
"Nigeria","Deba Habe","RODNEY MOELLER","RODNEY.MOELLER@sakilacustomer.org","02/14/2006"
"Nigeria","Effon-Alaiye","VELMA LUCAS","VELMA.LUCAS@sakilacustomer.org","02/14/2006"
"Nigeria","Ife","MARILYN ROSS","MARILYN.ROSS@sakilacustomer.org","02/14/2006"
"Nigeria","Owo","TRACEY BARRETT","TRACEY.BARRETT@sakilacustomer.org","02/14/2006"
"Nigeria","Benin City","SONIA GREGORY","SONIA.GREGORY@sakilacustomer.org","02/14/2006"
"Nigeria","Ikerre","ELSIE KELLEY","ELSIE.KELLEY@sakilacustomer.org","02/14/2006"
"Nigeria","Ogbomosho","OLGA JIMENEZ","OLGA.JIMENEZ@sakilacustomer.org","02/14/2006"
"Nigeria","Ilorin","GLADYS HAMILTON","GLADYS.HAMILTON@sakilacustomer.org","02/14/2006"
"Nigeria","Kaduna","CAROL GARCIA","CAROL.GARCIA@sakilacustomer.org","02/14/2006"
"Nigeria","Ondo","BERTHA FERGUSON","BERTHA.FERGUSON@sakilacustomer.org","02/14/2006"
"North Korea","Pyongyang","DARLENE ROSE","DARLENE.ROSE@sakilacustomer.org","02/14/2006"
"Oman","Masqat","MARGARET MOORE","MARGARET.MOORE@sakilacustomer.org","02/14/2006"
"Oman","Salala","GENE SANBORN","GENE.SANBORN@sakilacustomer.org","02/14/2006"
"Pakistan","Mardan","SHARON ROBINSON","SHARON.ROBINSON@sakilacustomer.org","02/14/2006"
"Pakistan","Dadu","JEFFERY PINSON","JEFFERY.PINSON@sakilacustomer.org","02/14/2006"
"Pakistan","Mandi Bahauddin","MELINDA FERNANDEZ","MELINDA.FERNANDEZ@sakilacustomer.org","02/14/2006"
"Pakistan","Okara","DANNY ISOM","DANNY.ISOM@sakilacustomer.org","02/14/2006"
"Pakistan","Shikarpur","DEBORAH WALKER","DEBORAH.WALKER@sakilacustomer.org","02/14/2006"
"Paraguay","Ciudad del Este","EILEEN CARR","EILEEN.CARR@sakilacustomer.org","02/14/2006"
"Paraguay","Asunción","MAUREEN LITTLE","MAUREEN.LITTLE@sakilacustomer.org","02/14/2006"
"Paraguay","San Lorenzo","CARL ARTIS","CARL.ARTIS@sakilacustomer.org","02/14/2006"
"Peru","Lima","THELMA MURRAY","THELMA.MURRAY@sakilacustomer.org","02/14/2006"
"Peru","Callao","DAVID ROYAL","DAVID.ROYAL@sakilacustomer.org","02/14/2006"
"Peru","Huánuco","JAIME NETTLES","JAIME.NETTLES@sakilacustomer.org","02/14/2006"
"Peru","Sullana","FREDDIE DUGGAN","FREDDIE.DUGGAN@sakilacustomer.org","02/14/2006"
"Philippines","Ozamis","EDDIE TOMLIN","EDDIE.TOMLIN@sakilacustomer.org","02/14/2006"
"Philippines","Lapu-Lapu","VIOLA HANSON","VIOLA.HANSON@sakilacustomer.org","02/14/2006"
"Philippines","Tanza","MARCIA DEAN","MARCIA.DEAN@sakilacustomer.org","02/14/2006"
"Philippines","Taguig","THERESA WATSON","THERESA.WATSON@sakilacustomer.org","02/14/2006"
"Philippines","Hagonoy","IRMA PEARSON","IRMA.PEARSON@sakilacustomer.org","02/14/2006"
"Philippines","Baybay","KATHY JAMES","KATHY.JAMES@sakilacustomer.org","02/14/2006"
"Philippines","Imus","JOE GILLILAND","JOE.GILLILAND@sakilacustomer.org","02/14/2006"
"Philippines","Talavera","RAFAEL ABNEY","RAFAEL.ABNEY@sakilacustomer.org","02/14/2006"
"Philippines","Cavite","CRAIG MORRELL","CRAIG.MORRELL@sakilacustomer.org","02/14/2006"
"Philippines","Tarlac","ALLAN CORNISH","ALLAN.CORNISH@sakilacustomer.org","02/14/2006"
"Philippines","Gingoog","DEREK BLAKELY","DEREK.BLAKELY@sakilacustomer.org","02/14/2006"
"Philippines","Cabuyao","BILLY POULIN","BILLY.POULIN@sakilacustomer.org","02/14/2006"
"Philippines","Mandaluyong","HILDA HOPKINS","HILDA.HOPKINS@sakilacustomer.org","02/14/2006"
"Philippines","Bislig","NORMA GONZALES","NORMA.GONZALES@sakilacustomer.org","02/14/2006"
"Philippines","Iligan","ROSS GREY","ROSS.GREY@sakilacustomer.org","02/14/2006"
"Philippines","Bayugan","MELANIE ARMSTRONG","MELANIE.ARMSTRONG@sakilacustomer.org","02/14/2006"
"Philippines","Tanauan","LOUIS LEONE","LOUIS.LEONE@sakilacustomer.org","02/14/2006"
"Philippines","Tuguegarao","DEANNA BYRD","DEANNA.BYRD@sakilacustomer.org","02/14/2006"
"Philippines","Davao","SHIRLEY ALLEN","SHIRLEY.ALLEN@sakilacustomer.org","02/14/2006"
"Philippines","Santa Rosa","ARNOLD HAVENS","ARNOLD.HAVENS@sakilacustomer.org","02/14/2006"
"Poland","Bydgoszcz","BRIAN WYMAN","BRIAN.WYMAN@sakilacustomer.org","02/14/2006"
"Poland","Tychy","RUSSELL BRINSON","RUSSELL.BRINSON@sakilacustomer.org","02/14/2006"
"Poland","Kalisz","LEAH CURTIS","LEAH.CURTIS@sakilacustomer.org","02/14/2006"
"Poland","Lublin","RUBEN GEARY","RUBEN.GEARY@sakilacustomer.org","02/14/2006"
"Poland","Czestochowa","SIDNEY BURLESON","SIDNEY.BURLESON@sakilacustomer.org","02/14/2006"
"Poland","Jastrzebie-Zdrój","MARJORIE TUCKER","MARJORIE.TUCKER@sakilacustomer.org","02/14/2006"
"Poland","Plock","JOHNNIE CHISHOLM","JOHNNIE.CHISHOLM@sakilacustomer.org","02/14/2006"
"Puerto Rico","Ponce","JENNY CASTRO","JENNY.CASTRO@sakilacustomer.org","02/14/2006"
"Puerto Rico","Arecibo","RALPH MADRIGAL","RALPH.MADRIGAL@sakilacustomer.org","02/14/2006"
"Réunion","Saint-Denis","ELEANOR HUNT","ELEANOR.HUNT@sakilacustomer.org","02/14/2006"
"Romania","Botosani","JOY GEORGE","JOY.GEORGE@sakilacustomer.org","02/14/2006"
"Romania","Bucuresti","KEN PREWITT","KEN.PREWITT@sakilacustomer.org","02/14/2006"
"Russian Federation","Usolje-Sibirskoje","WARREN SHERROD","WARREN.SHERROD@sakilacustomer.org","02/14/2006"
"Russian Federation","Balašiha","DORIS REED","DORIS.REED@sakilacustomer.org","02/14/2006"
"Russian Federation","Niznekamsk","ANN EVANS","ANN.EVANS@sakilacustomer.org","02/14/2006"
"Russian Federation","Dzerzinsk","RAY HOULE","RAY.HOULE@sakilacustomer.org","02/14/2006"
"Russian Federation","Korolev","PHILIP CAUSEY","PHILIP.CAUSEY@sakilacustomer.org","02/14/2006"
"Russian Federation","Moscow","CATHERINE CAMPBELL","CATHERINE.CAMPBELL@sakilacustomer.org","02/14/2006"
"Russian Federation","Syktyvkar","HERBERT KRUGER","HERBERT.KRUGER@sakilacustomer.org","02/14/2006"
"Russian Federation","Lipetsk","MARIE TURNER","MARIE.TURNER@sakilacustomer.org","02/14/2006"
"Russian Federation","Atšinsk","JIMMY SCHRADER","JIMMY.SCHRADER@sakilacustomer.org","02/14/2006"
"Russian Federation","Kursk","PAUL TROUT","PAUL.TROUT@sakilacustomer.org","02/14/2006"
"Russian Federation","Serpuhov","ALFREDO MCADAMS","ALFREDO.MCADAMS@sakilacustomer.org","02/14/2006"
"Russian Federation","Ivanovo","CONNIE WALLACE","CONNIE.WALLACE@sakilacustomer.org","02/14/2006"
"Russian Federation","Pjatigorsk","HECTOR POINDEXTER","HECTOR.POINDEXTER@sakilacustomer.org","02/14/2006"
"Russian Federation","Maikop","ARTHUR SIMPKINS","ARTHUR.SIMPKINS@sakilacustomer.org","02/14/2006"
"Russian Federation","Kolpino","DAISY BATES","DAISY.BATES@sakilacustomer.org","02/14/2006"
"Russian Federation","Elista","DONNA THOMPSON","DONNA.THOMPSON@sakilacustomer.org","02/14/2006"
"Russian Federation","Jelets","ROBIN HAYES","ROBIN.HAYES@sakilacustomer.org","02/14/2006"
"Russian Federation","Jaroslavl","DELORES HANSEN","DELORES.HANSEN@sakilacustomer.org","02/14/2006"
"Russian Federation","Zeleznogorsk","JACK FOUST","JACK.FOUST@sakilacustomer.org","02/14/2006"
"Russian Federation","Tšeboksary","JUAN FRALEY","JUAN.FRALEY@sakilacustomer.org","02/14/2006"
"Russian Federation","Smolensk","ELAINE STEVENS","ELAINE.STEVENS@sakilacustomer.org","02/14/2006"
"Russian Federation","Kaliningrad","ROBERT BAUGHMAN","ROBERT.BAUGHMAN@sakilacustomer.org","02/14/2006"
"Russian Federation","Ljubertsy","ERIN DUNN","ERIN.DUNN@sakilacustomer.org","02/14/2006"
"Russian Federation","Kirovo-Tšepetsk","DANA HART","DANA.HART@sakilacustomer.org","02/14/2006"
"Russian Federation","Nabereznyje Tšelny","CLIFFORD BOWENS","CLIFFORD.BOWENS@sakilacustomer.org","02/14/2006"
"Russian Federation","Kurgan","RANDY GAITHER","RANDY.GAITHER@sakilacustomer.org","02/14/2006"
"Russian Federation","Novotšerkassk","JEANETTE GREENE","JEANETTE.GREENE@sakilacustomer.org","02/14/2006"
"Saint Vincent and the Grenadines","Kingstown","JOSE ANDREW","JOSE.ANDREW@sakilacustomer.org","02/14/2006"
"Saudi Arabia","al-Hawiya","CHRISTINA RAMIREZ","CHRISTINA.RAMIREZ@sakilacustomer.org","02/14/2006"
"Saudi Arabia","Tabuk","MARK RINEHART","MARK.RINEHART@sakilacustomer.org","02/14/2006"
"Saudi Arabia","al-Qatif","TRAVIS ESTEP","TRAVIS.ESTEP@sakilacustomer.org","02/14/2006"
"Saudi Arabia","Jedda","JOYCE EDWARDS","JOYCE.EDWARDS@sakilacustomer.org","02/14/2006"
"Saudi Arabia","Abha","PEGGY MYERS","PEGGY.MYERS@sakilacustomer.org","02/14/2006"
"Senegal","Ziguinchor","RONNIE RICKETTS","RONNIE.RICKETTS@sakilacustomer.org","02/14/2006"
"Slovakia","Bratislava","KEITH RICO","KEITH.RICO@sakilacustomer.org","02/14/2006"
"South Africa","Botshabelo","ESTHER CRAWFORD","ESTHER.CRAWFORD@sakilacustomer.org","02/14/2006"
"South Africa","Paarl","DENNIS GILMAN","DENNIS.GILMAN@sakilacustomer.org","02/14/2006"
"South Africa","Springs","LOUISE JENKINS","LOUISE.JENKINS@sakilacustomer.org","02/14/2006"
"South Africa","Kimberley","RUTH MARTINEZ","RUTH.MARTINEZ@sakilacustomer.org","02/14/2006"
"South Africa","Soshanguve","LUCILLE HOLMES","LUCILLE.HOLMES@sakilacustomer.org","02/14/2006"
"South Africa","Chatsworth","DWIGHT LOMBARDI","DWIGHT.LOMBARDI@sakilacustomer.org","02/14/2006"
"South Africa","Rustenburg","DALE RATCLIFF","DALE.RATCLIFF@sakilacustomer.org","02/14/2006"
"South Africa","Klerksdorp","EDNA WEST","EDNA.WEST@sakilacustomer.org","02/14/2006"
"South Africa","Johannesburg","DEAN SAUER","DEAN.SAUER@sakilacustomer.org","02/14/2006"
"South Africa","Newcastle","EDWIN BURK","EDWIN.BURK@sakilacustomer.org","02/14/2006"
"South Africa","Boksburg","ETHEL WEBB","ETHEL.WEBB@sakilacustomer.org","02/14/2006"
"South Korea","Tonghae","FERNANDO CHURCHILL","FERNANDO.CHURCHILL@sakilacustomer.org","02/14/2006"
"South Korea","Cheju","BONNIE HUGHES","BONNIE.HUGHES@sakilacustomer.org","02/14/2006"
"South Korea","Naju","TANYA GILBERT","TANYA.GILBERT@sakilacustomer.org","02/14/2006"
"South Korea","Uijongbu","COURTNEY DAY","COURTNEY.DAY@sakilacustomer.org","02/14/2006"
"South Korea","Kimchon","EMILY DIAZ","EMILY.DIAZ@sakilacustomer.org","02/14/2006"
"Spain","Gijón","CHRIS BROTHERS","CHRIS.BROTHERS@sakilacustomer.org","02/14/2006"
"Spain","Santiago de Compostela","NELSON CHRISTENSON","NELSON.CHRISTENSON@sakilacustomer.org","02/14/2006"
"Spain","Donostia-San Sebastián","MAE FLETCHER","MAE.FLETCHER@sakilacustomer.org","02/14/2006"
"Spain","Ourense (Orense)","WESLEY BULL","WESLEY.BULL@sakilacustomer.org","02/14/2006"
"Spain","A Coruña (La Coruña)","JULIE SANCHEZ","JULIE.SANCHEZ@sakilacustomer.org","02/14/2006"
"Sri Lanka","Jaffna","MANUEL MURRELL","MANUEL.MURRELL@sakilacustomer.org","02/14/2006"
"Sudan","Omdurman","DIANE COLLINS","DIANE.COLLINS@sakilacustomer.org","02/14/2006"
"Sudan","al-Qadarif","JOHNNY TURPIN","JOHNNY.TURPIN@sakilacustomer.org","02/14/2006"
"Sweden","Malmö","JANICE WARD","JANICE.WARD@sakilacustomer.org","02/14/2006"
"Switzerland","Bern","GAIL KNIGHT","GAIL.KNIGHT@sakilacustomer.org","02/14/2006"
"Switzerland","Basel","KATHERINE RIVERA","KATHERINE.RIVERA@sakilacustomer.org","02/14/2006"
"Switzerland","Lausanne","WADE DELVALLE","WADE.DELVALLE@sakilacustomer.org","02/14/2006"
"Taiwan","Changhwa","TAMMY SANDERS","TAMMY.SANDERS@sakilacustomer.org","02/14/2006"
"Taiwan","Chiayi","BEVERLY BROOKS","BEVERLY.BROOKS@sakilacustomer.org","02/14/2006"
"Taiwan","Tanshui","CLIFTON MALCOLM","CLIFTON.MALCOLM@sakilacustomer.org","02/14/2006"
"Taiwan","Nantou","ELIZABETH BROWN","ELIZABETH.BROWN@sakilacustomer.org","02/14/2006"
"Taiwan","Chungho","BRAD MCCURDY","BRAD.MCCURDY@sakilacustomer.org","02/14/2006"
"Taiwan","Fengshan","MORRIS MCCARTER","MORRIS.MCCARTER@sakilacustomer.org","02/14/2006"
"Taiwan","Hsichuh","ROGER QUINTANILLA","ROGER.QUINTANILLA@sakilacustomer.org","02/14/2006"
"Taiwan","Tsaotun","KIRK STCLAIR","KIRK.STCLAIR@sakilacustomer.org","02/14/2006"
"Taiwan","Lungtan","MELISSA KING","MELISSA.KING@sakilacustomer.org","02/14/2006"
"Taiwan","Touliu","AMBER DIXON","AMBER.DIXON@sakilacustomer.org","02/14/2006"
"Tanzania","Zanzibar","CHARLENE ALVAREZ","CHARLENE.ALVAREZ@sakilacustomer.org","02/14/2006"
"Tanzania","Mwanza","HERMAN DEVORE","HERMAN.DEVORE@sakilacustomer.org","02/14/2006"
"Tanzania","Tabora","YOLANDA WEAVER","YOLANDA.WEAVER@sakilacustomer.org","02/14/2006"
"Thailand","Songkhla","JACQUELINE LONG","JACQUELINE.LONG@sakilacustomer.org","02/14/2006"
"Thailand","Nakhon Sawan","SHAWN HEATON","SHAWN.HEATON@sakilacustomer.org","02/14/2006"
"Thailand","Pak Kret","CAROLYN PEREZ","CAROLYN.PEREZ@sakilacustomer.org","02/14/2006"
"Tonga","Nuku´alofa","HENRY BILLINGSLEY","HENRY.BILLINGSLEY@sakilacustomer.org","02/14/2006"
"Tunisia","Sousse","GREGORY MAULDIN","GREGORY.MAULDIN@sakilacustomer.org","02/14/2006"
"Turkey","Sivas","GABRIEL HARDER","GABRIEL.HARDER@sakilacustomer.org","02/14/2006"
"Turkey","Tarsus","JOANN GARDNER","JOANN.GARDNER@sakilacustomer.org","02/14/2006"
"Turkey","Eskisehir","EDGAR RHOADS","EDGAR.RHOADS@sakilacustomer.org","02/14/2006"
"Turkey","Batman","BERNICE WILLIS","BERNICE.WILLIS@sakilacustomer.org","02/14/2006"
"Turkey","Balikesir","BRANDON HUEY","BRANDON.HUEY@sakilacustomer.org","02/14/2006"
"Turkey","Tokat","CASEY MENA","CASEY.MENA@sakilacustomer.org","02/14/2006"
"Turkey","Usak","ROSEMARY SCHMIDT","ROSEMARY.SCHMIDT@sakilacustomer.org","02/14/2006"
"Turkey","Inegöl","BILLIE HORTON","BILLIE.HORTON@sakilacustomer.org","02/14/2006"
"Turkey","Osmaniye","KAREN JACKSON","KAREN.JACKSON@sakilacustomer.org","02/14/2006"
"Turkey","Adana","LARRY THRASHER","LARRY.THRASHER@sakilacustomer.org","02/14/2006"
"Turkey","Sultanbeyli","BRENT HARKINS","BRENT.HARKINS@sakilacustomer.org","02/14/2006"
"Turkey","Kilis","LESLIE GORDON","LESLIE.GORDON@sakilacustomer.org","02/14/2006"
"Turkey","Gaziantep","COREY HAUSER","COREY.HAUSER@sakilacustomer.org","02/14/2006"
"Turkey","Denizli","VERNON CHAPA","VERNON.CHAPA@sakilacustomer.org","02/14/2006"
"Turkmenistan","Ashgabat","JEANNE LAWSON","JEANNE.LAWSON@sakilacustomer.org","02/14/2006"
"Tuvalu","Funafuti","DAWN SULLIVAN","DAWN.SULLIVAN@sakilacustomer.org","02/14/2006"
"Ukraine","Kamjanets-Podilskyi","TODD TAN","TODD.TAN@sakilacustomer.org","02/14/2006"
"Ukraine","Konotop","JULIO NOLAND","JULIO.NOLAND@sakilacustomer.org","02/14/2006"
"Ukraine","Sumy","BRITTANY RILEY","BRITTANY.RILEY@sakilacustomer.org","02/14/2006"
"Ukraine","Simferopol","KATHRYN COLEMAN","KATHRYN.COLEMAN@sakilacustomer.org","02/14/2006"
"Ukraine","Šostka","PEDRO CHESTNUT","PEDRO.CHESTNUT@sakilacustomer.org","02/14/2006"
"Ukraine","Mukatševe","MONICA HICKS","MONICA.HICKS@sakilacustomer.org","02/14/2006"
"United Arab Emirates","Sharja","MISTY LAMBERT","MISTY.LAMBERT@sakilacustomer.org","02/14/2006"
"United Arab Emirates","al-Ayn","LILLIAN GRIFFIN","LILLIAN.GRIFFIN@sakilacustomer.org","02/14/2006"
"United Arab Emirates","Abu Dhabi","TOM MILNER","TOM.MILNER@sakilacustomer.org","02/14/2006"
"United Kingdom","London","MATTIE HOFFMAN","MATTIE.HOFFMAN@sakilacustomer.org","02/14/2006"
"United Kingdom","Bradford","ANNE POWELL","ANNE.POWELL@sakilacustomer.org","02/14/2006"
"United Kingdom","London","CECIL VINES","CECIL.VINES@sakilacustomer.org","02/14/2006"
"United Kingdom","Stockport","DAN PAINE","DAN.PAINE@sakilacustomer.org","02/14/2006"
"United Kingdom","York","GILBERT SLEDGE","GILBERT.SLEDGE@sakilacustomer.org","02/14/2006"
"United Kingdom","Dundee","APRIL BURNS","APRIL.BURNS@sakilacustomer.org","02/14/2006"
"United Kingdom","Southport","ARMANDO GRUBER","ARMANDO.GRUBER@sakilacustomer.org","02/14/2006"
